date,actual,projection,adjusted_projection
2006-04-01,71.1,73.67808251180686,72.73956835171819
2006-05-01,72.3,70.16520801823324,70.56401483023613
2006-06-01,71.8,72.11934455466708,72.15237822442162
2006-07-01,68.2,70.07003630055787,70.33991761451922
2006-08-01,70.4,68.0918110896722,68.54571973220447
2006-09-01,75.4,74.68210683955546,74.00930262918115
2006-10-01,72.8,74.33748551091026,74.05152632314898
2007-01-01,80.4,83.27617918846458,82.29282226557325
2007-02-01,69.2,64.94761093664374,65.9668347930586
2007-03-01,75.8,74.03342285223843,74.62606752879944
2007-04-01,74.5,77.585179099157,76.70285666694765
2007-05-01,75.8,74.35203356728678,74.81759962666445
2007-06-01,76.7,77.00218387924296,76.51522783168963
2007-07-01,75.5,71.7824358321428,71.72756970264166
2007-08-01,75.6,73.06159716070898,73.31588149135223
2007-09-01,75.9,77.17810253644649,77.77220538780995
2007-10-01,80.1,79.22064086023659,78.38310174507346
2008-01-01,75.5,79.03383129774232,80.64598565415852
2008-02-01,73.2,70.60266550186545,71.2166844981358
2008-03-01,80.5,77.15848250412881,77.8844529758629
2008-04-01,79.4,85.09378276076265,83.0297229208118
2008-05-01,79.9,79.64787197742449,79.62702560716987
2008-06-01,78.9,79.67695025215002,79.93083902349721
2008-07-01,78.8,81.87077060820184,81.08856844070753
2008-08-01,76.3,76.49748351589487,77.35876287876148
2008-09-01,78.8,78.24123187586792,78.67387293874911
2008-10-01,79.2,85.2133848937174,84.87718696333458
2009-01-01,81.8,83.20587094157044,82.02313867406555
2009-02-01,70.6,68.75717261779606,71.1846555860404
2009-03-01,78.0,84.03819815839016,84.18053785928083
2009-04-01,78.5,84.45014503854848,84.12245124603453
2009-05-01,77.4,77.56618265946804,79.46115459402237
2009-06-01,81.9,77.2056334346352,78.89381610995109
2009-07-01,79.5,80.06445585622139,80.86349640239258
2009-08-01,77.0,75.19125911161889,76.6648736144501
2009-09-01,85.0,79.29084681731739,80.32197007515978
2009-10-01,80.3,84.02864414234833,83.76440981335676
2010-01-01,86.1,89.93705758403671,88.71917969192819
2010-02-01,77.6,68.4722749703831,70.16634676346176
2010-03-01,87.4,80.42379645811175,80.86307160236521
2010-04-01,84.1,91.91123545378507,89.06175591268068
2010-05-01,84.9,83.4124915134305,82.76618572507535
2010-06-01,87.5,87.84810464270598,87.28840803566551
2010-07-01,84.7,90.942711739523,88.69874333938552
2010-08-01,81.6,81.9944703417735,81.64758929424013
2010-09-01,83.7,88.5672227616078,88.7681482016305
2010-10-01,85.4,93.58160934071906,90.79793488157338
2011-01-01,88.4,95.88224992904699,94.23511664819506
2011-02-01,77.3,79.11790823826719,79.82296823779869
2011-03-01,90.8,91.48682455060822,91.56775911798272
2011-04-01,86.7,97.48982879387692,94.73051380019943
2011-05-01,87.3,90.6220043655837,90.17499992174481
2011-06-01,90.2,92.8592341530004,92.55994124232606
2011-07-01,86.8,92.6200032834093,91.51060835888507
2011-08-01,84.8,85.00699266719997,85.20514344480482
2011-09-01,87.8,88.8663735206846,88.56811349828948
2011-10-01,88.4,93.8814190317885,92.6140672014323
2012-01-01,90.2,99.88003464821483,97.75796021299563
2012-02-01,84.6,79.48141080495385,79.98293382647287
2012-03-01,91.5,92.42886477475213,93.29803096562364
2012-04-01,86.6,95.66015038596692,94.26861938405199
2012-05-01,89.4,90.18592123728928,90.62563139599061
2012-06-01,90.3,94.14371088481498,94.30945082665467
2012-07-01,88.2,91.99757057851996,91.73630892150794
2012-08-01,84.7,86.4223697642267,87.20376029812607
2012-09-01,89.0,90.6330779747935,91.09611812558771
2012-10-01,88.0,94.19669731919694,93.7796240826831
2013-01-01,98.7,93.58746610171157,93.92007947848228
2013-02-01,83.5,83.92682117315388,85.39388547903744
2013-03-01,91.1,91.53293532744489,92.89134817119039
2013-04-01,90.1,90.72589733059046,90.78314684261963
2013-05-01,90.9,93.6727901933872,93.72784312130459
2013-06-01,91.0,92.80187906838903,93.40166395782532
2013-07-01,89.7,90.98969669595499,91.47173284107609
2013-08-01,87.4,84.73237904334546,85.98927139084037
2013-09-01,88.1,88.34813848708932,89.87460531622074
2013-10-01,91.9,95.02235347037004,94.23160177782896
2014-01-01,91.2,100.81186032333342,101.65426466046807
2014-02-01,85.0,81.98266212087344,83.68652471308401
2014-03-01,93.7,93.3148411312947,94.01270062320992
2014-04-01,91.6,98.85129928601971,97.57326730482913
2014-05-01,90.7,92.78893397066412,93.58157480543088
2014-06-01,92.7,91.77969980995272,92.90660629560172
2014-07-01,92.5,91.51680893303144,92.31314244706203
2014-08-01,88.0,88.29932282700777,89.33650791146239
2014-09-01,89.6,88.46493275171268,89.67290267743763
2014-10-01,92.2,98.79791374286569,98.10281467266026
2015-01-01,94.7,94.26988068569301,94.71272371395759
2015-02-01,84.8,79.5512377611212,82.45695870128988
2015-03-01,94.7,97.09004624622969,97.47422467305398
2015-04-01,92.9,99.41919714330288,98.4432268449598
2015-05-01,91.3,90.02765753979028,91.58569049848153
2015-06-01,95.1,92.68133475216135,94.07317260051785
2015-07-01,92.1,95.90926210583932,96.26973094275476
2015-08-01,90.0,87.25511492814661,88.79453479827255
2015-09-01,93.6,90.19581366555859,91.35695035716222
2015-10-01,95.5,98.6284016925588,98.07864244545192
2016-01-01,99.0,99.71617308255821,99.62746748517225
2016-02-01,87.1,80.957456970538,83.37832134254398
2016-03-01,97.8,99.59544556651306,99.54295822394064
2016-04-01,94.0,101.52679396194637,100.32798485270503
2016-05-01,95.6,91.71235462409328,92.9539508735066
2016-06-01,99.5,95.84188308060398,97.0414460944796
2016-07-01,94.9,96.53402018987745,96.58107999090615
2016-08-01,94.0,89.87411474849726,91.2577427258946
2016-09-01,94.8,94.14083495448706,95.37828136616531
2016-10-01,97.1,101.43827585204272,101.08490264516205
2017-01-01,107.7,102.61403419056334,103.01027257553551
2017-02-01,91.8,85.70035483608251,87.4227441098082
2017-03-01,102.0,100.50990604611691,101.15943804239706
2017-04-01,97.1,100.89678613718924,100.23342880473216
2017-05-01,98.1,95.13829003952576,96.706407979069
2017-06-01,101.3,102.72536365037173,103.24568021074553
2017-07-01,97.3,96.5044091988425,97.4422235719089
2017-08-01,96.3,95.14713137023124,96.20867046786155
2017-09-01,102.2,101.06636532822208,100.60409745980579
2017-10-01,94.9,96.65209429454093,98.23850199761206
2018-01-01,101.3,112.73512041426208,112.83513296431279
2018-02-01,91.3,89.82146927816915,91.78780814470386
2018-03-01,101.9,103.85302090903275,104.82242535852899
2018-04-01,99.7,101.847205987658,101.87508018279401
2018-05-01,100.2,98.73954261763578,100.01466985046673
2018-06-01,102.6,103.73229843062649,104.51745180496279
2018-07-01,100.0,102.01854877553723,102.05801093964712
2018-08-01,98.6,97.69204601291274,98.7145049791217
2018-09-01,97.8,102.9219554735484,104.23367035902758
2018-10-01,102.2,100.53273300303184,100.26205023484144
2019-01-01,103.4,99.53055885456851,101.5762341017222
2019-02-01,89.6,92.4937500596029,93.50092767836333
2019-03-01,101.4,102.36753717980086,103.75109134539782
2019-04-01,100.8,107.90808141886674,106.9365734540297
2019-05-01,102.1,101.84937201021785,102.85295388131962
2019-06-01,102.0,101.81368423124326,103.5838621000893
2019-07-01,101.5,101.97760283992649,102.87972465677801
2019-08-01,99.2,98.80267458900502,100.21633924376937
2019-09-01,99.0,96.58588385229703,98.41262250672312
2019-10-01,102.9,106.5719067949102,106.78863628398085
2020-01-01,102.7,109.87280623099049,109.47721072126302
2020-02-01,94.3,86.80032912304729,88.9801111774043
2020-03-01,102.0,104.67427488390234,105.2083307249247
2020-04-01,95.3,103.68045490561612,104.32368432411138
2020-05-01,95.8,95.3676712202213,98.91417597902978
2020-06-01,102.2,99.09328244822561,101.49060843596399
2020-07-01,99.1,102.18211014136763,103.49531080781924
2020-08-01,95.3,98.51816105360955,100.20615218500551
2020-09-01,101.8,102.2182963509275,102.73325608779042
2020-10-01,99.5,106.4459243863298,106.92091641665638
2021-01-01,109.2,112.5018717674524,111.09708877810453
2021-02-01,94.5,91.69233276773829,93.88479765412299
2021-03-01,108.3,106.92583626377198,106.97339610684645
2021-04-01,103.7,102.26067501040359,101.59759125067698
2021-05-01,103.2,97.28604803349856,98.27282938018762
2021-06-01,109.7,112.5065095114436,110.94285818555423
2021-07-01,104.2,115.89867184168588,112.3410143339901
2021-08-01,101.5,101.78493966652432,101.2645765099615
2021-09-01,104.6,106.51400839931298,106.62212579638748
2021-10-01,105.3,110.5609724414128,108.73060636447428
2022-01-01,111.9,111.79537455268535,112.64974190124153
2022-02-01,99.3,95.66189424610091,96.72648149431448
2022-03-01,113.1,109.67421249217301,110.88146983486341
2022-04-01,109.9,111.1271196906298,110.449716351017
2022-05-01,111.4,104.5854218020381,105.71305081565868
2022-06-01,114.6,109.48577415246459,111.19049863443112
2022-07-01,109.6,107.22317427250724,107.87443157167536
2022-08-01,107.8,101.9720713954497,103.3482836856767
2022-09-01,109.2,106.05731212128951,107.18430967649827
2022-10-01,109.4,108.25891511853028,108.94589959324861
2023-01-01,114.9,116.816058166942,117.01459630327957
2023-02-01,103.2,99.78741478741595,101.12612520133882
2023-03-01,115.6,117.14463870199326,117.6225475098414
2023-04-01,108.7,114.2058922971322,114.55757214103612
2023-05-01,111.1,111.67774456634314,113.26029976951622
2023-06-01,116.0,117.839949388323,118.58169603030467
2023-07-01,109.1,108.65570789158559,110.577956849147
2023-08-01,109.8,111.26305754042284,111.83618435529414
2023-09-01,112.7,112.97906077646147,113.4783222578848
2023-10-01,111.3,113.79168968296518,114.11015329777507
2024-01-01,114.2,119.33189712944707,119.720545657098
2024-02-01,105.4,105.11660755730107,106.08488084434275
2024-03-01,115.8,116.39135051981619,117.88263084903818
2024-04-01,113.1,114.36047192144427,114.28783304602862
2024-05-01,113.7,113.61599067308605,114.52258583622975
2024-06-01,116.1,119.77484338966937,120.37705746861073
2024-07-01,111.3,113.94442581862724,114.12258238473201
2024-08-01,111.0,112.09667678659606,113.04962588099198
2024-09-01,110.9,118.50370795588279,118.44791437688875
2024-10-01,114.2,117.8575891144483,117.554695550521
2025-01-01,130.9,125.02780405824033,123.48721268857147
2025-02-01,107.4,108.1618963382796,108.90948184974198
2025-03-01,118.1,118.28352123983855,119.27014115839151
2025-04-01,114.4,122.19245079815707,121.15601597715607
2025-05-01,113.5,116.61916938585459,117.44369140455731
2025-06-01,118.3,118.13583492379449,119.26124694516714
2025-07-01,114.4,115.57865324098366,115.95944043909574
2025-08-01,111.2,113.65545718801144,114.51871699400871
2025-09-01,119.8,117.58807214769755,117.24005206312016
2025-10-01,110.2,116.23339381925896,117.33112552128452
2026-01-01,112.4,137.6585328893952,137.58845511607439
2026-02-01,107.5,107.4860728406655,109.0663134547887
2026-03-01,122.5,119.1384687442806,120.59299867288402
2026-04-01,117.1,122.90266826150041,122.0626084361912
2026-05-01,115.7,117.2036493548871,117.78983657754242
2026-06-01,123.5,123.72456337701142,123.86625572113326
